id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
622851,M,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,not completed
622873,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,Y,not completed
622900,F,London Region,HE Qualification,0-10%,0-35,0,60,N,not completed
622968,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
623008,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,Y,completed
623015,F,Wales,A Level or Equivalent,0-10%,0-35,0,90,N,not completed
623052,F,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,not completed
623073,F,North Region,A Level or Equivalent,,35-55,0,60,N,completed
623099,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,not completed
623164,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,completed
623210,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,N,not completed
623257,M,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,N,not completed
623332,M,Scotland,A Level or Equivalent,80-90%,0-35,0,120,N,not completed
623347,M,Ireland,Post Graduate Qualification,,0-35,0,90,N,completed
623514,F,West Midlands Region,HE Qualification,Oct-20,35-55,0,60,N,completed
623541,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,completed
623585,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,completed
623601,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,not completed
623740,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,not completed
623815,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,90,N,completed
623826,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,completed
623829,F,North Region,Lower Than A Level,,0-35,0,60,N,not completed
623834,M,South Region,Lower Than A Level,50-60%,0-35,0,60,Y,not completed
623917,M,South Region,Lower Than A Level,30-40%,35-55,0,120,N,not completed
623931,F,London Region,HE Qualification,Oct-20,0-35,0,60,N,completed
623932,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
623997,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,not completed
624007,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,completed
624052,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,completed
624068,M,South East Region,Lower Than A Level,Oct-20,0-35,0,60,N,not completed
624077,F,North Region,HE Qualification,,0-35,0,60,N,completed
624078,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,not completed
624093,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,not completed
624105,M,South East Region,Lower Than A Level,0-10%,35-55,0,60,N,not completed
624156,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
624358,F,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,completed
624407,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,not completed
624476,F,Wales,A Level or Equivalent,Oct-20,0-35,0,60,N,not completed
624492,M,London Region,Lower Than A Level,70-80%,0-35,0,60,N,not completed
624493,M,North Western Region,Lower Than A Level,Oct-20,0-35,0,60,N,completed
624570,M,London Region,Lower Than A Level,Oct-20,35-55,0,60,N,not completed
624585,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,completed
624610,F,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,not completed
624651,M,North Region,Lower Than A Level,,35-55,0,60,N,not completed
624730,M,Yorkshire Region,Lower Than A Level,Oct-20,0-35,0,90,N,not completed
624789,M,Scotland,HE Qualification,0-10%,0-35,0,60,Y,completed
624804,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,completed
624829,M,Scotland,Lower Than A Level,90-100%,35-55,0,60,N,not completed
624839,M,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,completed
624881,F,Scotland,Post Graduate Qualification,50-60%,0-35,0,60,N,completed
624921,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,not completed
624927,M,East Midlands Region,HE Qualification,80-90%,0-35,0,60,N,completed
624944,F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,not completed
625035,M,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,completed
625080,M,North Region,Post Graduate Qualification,,35-55,0,60,N,not completed
625098,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,not completed
625218,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,completed
625263,F,London Region,HE Qualification,0-10%,0-35,0,60,N,completed
625427,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
625568,M,South Region,A Level or Equivalent,20-30%,0-35,0,90,N,not completed
625613,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,not completed
625615,M,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,N,not completed
625714,M,East Anglian Region,HE Qualification,50-60%,0-35,0,90,N,completed
625748,M,Wales,HE Qualification,90-100%,0-35,0,60,N,completed
625864,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,completed
625874,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,not completed
625902,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,not completed
625913,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
625983,M,Wales,Lower Than A Level,70-80%,0-35,0,60,N,not completed
626018,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,not completed
626040,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,not completed
626049,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,not completed
626061,F,Scotland,A Level or Equivalent,0-10%,0-35,0,120,N,completed
626114,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Y,completed
626146,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,completed
626172,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,completed
626192,M,South Region,HE Qualification,40-50%,0-35,0,60,N,completed
626217,F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,not completed
626238,M,Wales,HE Qualification,90-100%,0-35,0,60,N,completed
626321,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,not completed
626348,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,not completed
626405,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,not completed
626417,M,Wales,Lower Than A Level,80-90%,0-35,0,90,N,completed
626450,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,completed
626546,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
626551,M,Ireland,A Level or Equivalent,,0-35,0,60,N,completed
626556,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,completed
626607,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,not completed
626679,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
626723,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,not completed
626798,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
626852,M,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,completed
626885,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
626889,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
626930,M,Wales,Lower Than A Level,20-30%,0-35,0,90,N,not completed
626979,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,not completed
627021,M,Wales,HE Qualification,50-60%,0-35,0,60,N,completed
627071,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,Y,not completed
627100,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,completed
627173,F,West Midlands Region,A Level or Equivalent,Oct-20,0-35,0,120,N,not completed
627184,M,North Western Region,A Level or Equivalent,Oct-20,0-35,0,60,N,completed
627276,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,completed
627322,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,completed
627333,M,South East Region,Lower Than A Level,Oct-20,35-55,0,120,N,completed
627367,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,not completed
627370,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,60,N,not completed
627397,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,completed
627416,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,not completed
627536,M,London Region,HE Qualification,30-40%,0-35,0,60,N,completed
627581,M,South West Region,Lower Than A Level,Oct-20,35-55,0,60,Y,not completed
627616,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,Y,not completed
627638,M,Yorkshire Region,Lower Than A Level,Oct-20,0-35,0,60,N,not completed
627655,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,not completed
627690,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,not completed
627772,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,completed
627879,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,completed
627882,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
627891,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,completed
627924,M,Scotland,HE Qualification,Oct-20,0-35,0,60,N,not completed
628008,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,completed
628099,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,completed
628150,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
628216,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,Y,completed
628246,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,completed
628262,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,not completed
628333,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,Y,completed
628347,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,completed
628376,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,completed
628386,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,Y,completed
628437,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,not completed
628502,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,completed
628575,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,completed
628642,M,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,completed
628806,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
628835,F,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,completed
628841,M,South Region,Lower Than A Level,40-50%,0-35,0,120,Y,not completed
628858,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,Y,not completed
628875,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,completed
628915,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,completed
628947,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,not completed
628956,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,completed
629000,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,Y,not completed
629039,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
629055,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,completed
629316,F,North Region,A Level or Equivalent,,0-35,0,90,N,not completed
629405,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
629442,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,not completed
629452,M,South Region,HE Qualification,70-80%,35-55,0,60,N,completed
629454,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,not completed
629632,F,North Western Region,A Level or Equivalent,Oct-20,0-35,0,90,Y,not completed
629673,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,not completed
629696,M,Wales,HE Qualification,80-90%,0-35,0,90,N,completed
629699,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,not completed
629702,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,not completed
629706,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,not completed
629707,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,200,N,not completed
629710,M,North Region,HE Qualification,,35-55,0,90,N,completed
629713,M,North Region,Lower Than A Level,50-60%,0-35,0,120,N,not completed
629725,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
629773,M,South East Region,A Level or Equivalent,70-80%,0-35,0,90,Y,not completed
629822,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,Y,completed
629876,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,not completed
629877,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
629898,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,Y,completed
629921,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
629955,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,not completed
630009,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
630073,M,Scotland,HE Qualification,0-10%,0-35,0,60,N,completed
630137,M,North Region,A Level or Equivalent,,0-35,0,60,N,completed
630152,M,Ireland,A Level or Equivalent,50-60%,0-35,0,90,N,not completed
630178,M,South Region,Lower Than A Level,70-80%,0-35,0,90,N,completed
630195,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,Y,not completed
630200,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,completed
630301,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,not completed
630359,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,not completed
630401,M,North Region,HE Qualification,,0-35,0,60,N,not completed
630432,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
630531,M,North Region,Lower Than A Level,Oct-20,0-35,0,90,N,not completed
630556,M,North Region,Lower Than A Level,Oct-20,0-35,0,60,N,not completed
630596,F,South East Region,HE Qualification,20-30%,35-55,0,60,N,completed
630613,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,90,N,completed
630774,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,completed
630818,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,completed
630935,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,completed
630939,M,South Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
630948,F,South East Region,HE Qualification,60-70%,35-55,0,60,N,completed
631029,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,not completed
631131,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,completed
631207,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,not completed
631240,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
631257,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,completed
631299,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,not completed
631322,F,North Region,A Level or Equivalent,,0-35,0,60,N,completed
631355,M,South East Region,HE Qualification,Oct-20,35-55,0,60,N,not completed
631388,F,North Region,Post Graduate Qualification,,0-35,0,60,N,completed
631439,M,North Region,Post Graduate Qualification,,0-35,0,60,N,completed
631513,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,not completed
631514,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,completed
631527,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,not completed
631560,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,not completed
631569,M,North Western Region,HE Qualification,0-10%,35-55,0,90,N,completed
631600,M,South Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
631623,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,not completed
631630,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,not completed
631639,F,North Region,HE Qualification,,35-55,0,60,N,completed
631670,M,North Western Region,HE Qualification,80-90%,0-35,0,60,N,completed
631749,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,not completed
631771,M,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,completed
631813,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,not completed
631846,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
631851,M,North Region,HE Qualification,,0-35,0,60,N,completed
631945,F,South West Region,HE Qualification,30-40%,0-35,0,60,N,not completed
632115,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,not completed
632125,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,not completed
632195,F,North Western Region,A Level or Equivalent,Oct-20,0-35,0,60,N,not completed
632205,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
632215,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
632260,F,South West Region,Lower Than A Level,40-50%,0-35,0,150,N,not completed
632305,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
632314,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,not completed
632463,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,not completed
632469,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
632473,F,Scotland,A Level or Equivalent,80-90%,35-55,0,120,N,not completed
632482,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,not completed
632486,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,not completed
632504,M,North Western Region,Lower Than A Level,Oct-20,0-35,0,60,N,not completed
632551,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,not completed
632680,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,completed
632725,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,not completed
632741,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
632790,M,South West Region,HE Qualification,80-90%,0-35,0,60,N,completed
632793,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,not completed
632814,F,North Region,Lower Than A Level,40-50%,0-35,0,120,N,not completed
632845,F,South Region,HE Qualification,80-90%,0-35,0,60,N,completed
632856,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,not completed
632879,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,60,N,not completed
632898,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,not completed
632975,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,not completed
633008,M,Wales,Post Graduate Qualification,80-90%,35-55,0,60,N,completed
633214,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,not completed
633273,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,not completed
633325,M,West Midlands Region,Lower Than A Level,,0-35,0,60,N,completed
633331,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,not completed
633341,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,not completed
633355,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,completed
633368,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,completed
633384,M,South East Region,Lower Than A Level,60-70%,0-35,0,90,N,not completed
633467,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,completed
633477,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,not completed
633510,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,not completed
633591,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
633618,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,not completed
633763,M,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,completed
633764,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,completed
633771,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,not completed
633864,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
633921,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,completed
633960,M,North Region,Post Graduate Qualification,,35-55,0,60,N,completed
634094,F,West Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,N,completed
634106,M,South West Region,A Level or Equivalent,30-40%,35-55,0,90,N,completed
634107,F,North Region,HE Qualification,,0-35,0,90,N,not completed
634108,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,not completed
634178,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,completed
634246,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,completed
634278,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,not completed
634295,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,not completed
634313,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,not completed
634351,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,completed
634360,M,Ireland,Lower Than A Level,,35-55,0,60,N,not completed
634383,M,North Region,A Level or Equivalent,,0-35,0,60,N,completed
634397,M,East Midlands Region,Lower Than A Level,Oct-20,0-35,0,60,N,not completed
634420,F,Ireland,Lower Than A Level,,0-35,0,60,N,completed
634508,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,not completed
634596,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,completed
634648,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,completed
634681,M,South Region,A Level or Equivalent,70-80%,35-55,0,120,N,completed
634816,M,Wales,HE Qualification,0-10%,0-35,0,120,N,not completed
634824,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,completed
634905,M,North Region,HE Qualification,,0-35,0,60,N,completed
634909,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,not completed
635058,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,completed
635100,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,completed
635141,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,N,completed
669530,F,West Midlands Region,HE Qualification,60-70%,55<=,0,90,N,not completed
835603,M,North Western Region,HE Qualification,20-30%,55<=,1,150,N,not completed
879295,M,London Region,HE Qualification,20-30%,55<=,1,60,N,completed
909056,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,completed
963176,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,not completed
997948,M,North Western Region,A Level or Equivalent,20-30%,55<=,1,120,N,not completed
1031884,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,completed
1033968,F,Wales,No Formal quals,0-10%,35-55,1,60,N,not completed
1049036,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,N,completed
1175060,M,London Region,Lower Than A Level,70-80%,35-55,0,90,N,not completed
1332356,M,East Midlands Region,HE Qualification,70-80%,35-55,0,60,N,completed
1531649,F,Scotland,HE Qualification,40-50%,35-55,0,60,Y,not completed
1549107,M,North Western Region,Lower Than A Level,80-90%,55<=,0,60,N,completed
1552044,M,South Region,A Level or Equivalent,20-30%,35-55,0,60,N,completed
1554143,M,London Region,A Level or Equivalent,90-100%,35-55,2,150,N,not completed
1591864,F,East Anglian Region,HE Qualification,30-40%,35-55,0,60,N,not completed
1592048,M,Wales,HE Qualification,30-40%,55<=,1,120,N,completed
1612600,M,South East Region,Lower Than A Level,Oct-20,35-55,0,90,N,completed
1614808,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,not completed
1624025,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,not completed
1668372,F,North Region,Lower Than A Level,70-80%,35-55,1,60,N,not completed
1671208,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,not completed
1671761,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,not completed
1671811,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,90,N,completed
1735651,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,completed
1735653,F,Scotland,A Level or Equivalent,50-60%,35-55,1,240,Y,completed
1763186,M,North Region,Lower Than A Level,20-30%,35-55,0,120,N,completed
1767786,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,not completed
1777223,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,not completed
1804143,M,North Western Region,A Level or Equivalent,20-30%,35-55,1,60,Y,not completed
1826729,M,South West Region,HE Qualification,70-80%,55<=,0,120,N,completed
1843355,M,East Anglian Region,Lower Than A Level,90-100%,35-55,1,60,N,not completed
1845093,F,London Region,A Level or Equivalent,0-10%,35-55,2,150,N,not completed
1874160,M,Wales,Lower Than A Level,Oct-20,35-55,0,60,N,completed
1903131,M,East Anglian Region,Lower Than A Level,40-50%,35-55,1,120,N,not completed
1916140,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,completed
1939179,F,London Region,Lower Than A Level,20-30%,35-55,0,210,N,not completed
1945434,F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,completed
1951727,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,completed
1962854,M,London Region,A Level or Equivalent,90-100%,35-55,1,60,N,completed
1981053,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,Y,not completed
1986370,F,Scotland,HE Qualification,80-90%,35-55,0,60,N,not completed
1994454,M,North Western Region,Lower Than A Level,30-40%,35-55,1,60,Y,not completed
2001102,F,Wales,Lower Than A Level,50-60%,35-55,1,120,Y,not completed
2002727,M,North Western Region,A Level or Equivalent,30-40%,0-35,1,60,N,not completed
2043916,M,South East Region,Lower Than A Level,90-100%,35-55,1,120,N,not completed
2046628,M,Ireland,HE Qualification,60-70%,35-55,2,120,Y,not completed
2077023,M,South East Region,Lower Than A Level,30-40%,0-35,0,130,N,completed
2080340,M,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,not completed
2087698,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,completed
2091387,M,London Region,HE Qualification,30-40%,35-55,0,90,N,completed
2109013,F,Scotland,HE Qualification,80-90%,35-55,1,70,N,not completed
2110039,M,London Region,Lower Than A Level,30-40%,35-55,1,90,Y,not completed
2151748,M,North Western Region,Lower Than A Level,Oct-20,35-55,0,60,Y,not completed
2162388,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,not completed
2172136,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
2173688,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,not completed
2188469,F,Scotland,A Level or Equivalent,90-100%,0-35,0,75,Y,not completed
2210989,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
2228206,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,2,170,N,not completed
2231018,M,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,completed
2261142,F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,not completed
2265935,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,not completed
2266889,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,completed
2301511,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,not completed
2305237,M,Ireland,HE Qualification,80-90%,0-35,2,150,N,not completed
2305957,F,North Western Region,HE Qualification,0-10%,0-35,1,150,N,not completed
2306519,M,Yorkshire Region,HE Qualification,0-10%,35-55,0,60,N,completed
2312809,M,South Region,Lower Than A Level,,35-55,0,60,N,completed
2333244,F,Wales,HE Qualification,60-70%,35-55,0,60,N,not completed
2336922,F,South East Region,A Level or Equivalent,80-90%,35-55,1,120,N,completed
2343809,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,1,150,N,completed
2348961,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,120,N,completed
2352039,F,North Western Region,Lower Than A Level,30-40%,35-55,1,180,N,not completed
2356318,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,Y,not completed
2357168,F,South West Region,Lower Than A Level,60-70%,35-55,0,120,Y,not completed
2365009,M,South West Region,Lower Than A Level,20-30%,35-55,0,90,N,not completed
2366701,F,South West Region,HE Qualification,40-50%,35-55,2,180,Y,not completed
