id_student,highest_education,disability,final_result
649230,Lower Than A Level,N,not completed
649261,HE Qualification,N,not completed
649321,A Level or Equivalent,N,completed
649383,HE Qualification,N,not completed
649394,A Level or Equivalent,N,not completed
649413,A Level or Equivalent,N,not completed
649514,A Level or Equivalent,N,completed
649552,A Level or Equivalent,N,not completed
649614,A Level or Equivalent,N,completed
649688,HE Qualification,N,completed
649689,Lower Than A Level,N,not completed
649745,HE Qualification,N,completed
649761,A Level or Equivalent,N,not completed
649780,A Level or Equivalent,Y,completed
649819,Lower Than A Level,N,completed
649880,A Level or Equivalent,N,completed
649949,A Level or Equivalent,N,completed
649963,A Level or Equivalent,Y,not completed
650010,A Level or Equivalent,Y,completed
650074,A Level or Equivalent,N,not completed
650091,A Level or Equivalent,N,completed
650232,A Level or Equivalent,N,not completed
650243,A Level or Equivalent,N,not completed
650271,HE Qualification,N,not completed
650279,A Level or Equivalent,N,completed
650376,HE Qualification,N,completed
650414,A Level or Equivalent,N,not completed
650420,Lower Than A Level,N,completed
650434,A Level or Equivalent,N,completed
650442,HE Qualification,N,completed
650478,A Level or Equivalent,N,completed
650515,A Level or Equivalent,Y,not completed
650642,A Level or Equivalent,N,completed
650684,A Level or Equivalent,N,completed
650711,Lower Than A Level,N,not completed
650829,Lower Than A Level,N,not completed
650850,A Level or Equivalent,N,not completed
650946,Lower Than A Level,N,completed
650947,HE Qualification,N,completed
650957,A Level or Equivalent,N,completed
650993,Lower Than A Level,Y,completed
651048,A Level or Equivalent,Y,not completed
651058,A Level or Equivalent,N,not completed
651061,Lower Than A Level,Y,not completed
651120,Post Graduate Qualification,N,completed
651174,A Level or Equivalent,N,not completed
651176,Lower Than A Level,N,not completed
651267,A Level or Equivalent,N,not completed
651481,Lower Than A Level,N,not completed
651493,Lower Than A Level,N,completed
651495,HE Qualification,N,completed
651507,Lower Than A Level,N,not completed
651508,A Level or Equivalent,N,completed
651561,A Level or Equivalent,N,completed
651579,Lower Than A Level,N,completed
651619,HE Qualification,N,completed
651627,A Level or Equivalent,N,completed
651651,Lower Than A Level,N,not completed
651672,Lower Than A Level,N,not completed
651728,A Level or Equivalent,Y,not completed
651759,HE Qualification,N,completed
651804,A Level or Equivalent,N,completed
651942,A Level or Equivalent,N,completed
651963,Lower Than A Level,N,not completed
652048,Lower Than A Level,N,not completed
652103,HE Qualification,N,completed
652267,Lower Than A Level,N,not completed
652292,Lower Than A Level,Y,not completed
652293,A Level or Equivalent,N,completed
652318,A Level or Equivalent,N,completed
652406,A Level or Equivalent,N,not completed
652428,Lower Than A Level,N,not completed
652531,A Level or Equivalent,Y,not completed
652617,A Level or Equivalent,N,completed
652619,Lower Than A Level,N,not completed
652680,HE Qualification,N,completed
652732,Lower Than A Level,N,completed
652881,Lower Than A Level,N,not completed
652965,HE Qualification,N,completed
653031,Lower Than A Level,N,not completed
653051,Lower Than A Level,Y,not completed
653060,HE Qualification,N,not completed
653171,A Level or Equivalent,N,not completed
653296,Lower Than A Level,N,not completed
653319,Lower Than A Level,N,completed
653354,Lower Than A Level,N,not completed
653412,A Level or Equivalent,N,not completed
653452,A Level or Equivalent,N,completed
653550,HE Qualification,N,completed
653569,A Level or Equivalent,N,completed
653711,Lower Than A Level,N,completed
653723,A Level or Equivalent,Y,not completed
653729,A Level or Equivalent,N,completed
653759,A Level or Equivalent,N,not completed
653768,Lower Than A Level,N,not completed
653770,Lower Than A Level,N,not completed
653771,A Level or Equivalent,N,not completed
653793,A Level or Equivalent,N,completed
653914,Lower Than A Level,Y,not completed
653942,Lower Than A Level,Y,not completed
653977,Lower Than A Level,N,not completed
654091,Lower Than A Level,N,not completed
654110,Lower Than A Level,N,completed
654282,Lower Than A Level,N,not completed
654341,Lower Than A Level,N,completed
654401,Lower Than A Level,N,not completed
654414,Lower Than A Level,N,completed
654443,Lower Than A Level,N,completed
654502,A Level or Equivalent,N,not completed
654504,A Level or Equivalent,N,completed
654807,Lower Than A Level,Y,completed
654828,A Level or Equivalent,N,not completed
654863,A Level or Equivalent,N,not completed
654880,No Formal quals,N,not completed
654882,Lower Than A Level,N,not completed
654938,Lower Than A Level,N,not completed
655039,A Level or Equivalent,N,completed
655128,HE Qualification,N,completed
655136,A Level or Equivalent,N,completed
655254,Lower Than A Level,N,not completed
655322,Post Graduate Qualification,N,not completed
655362,A Level or Equivalent,N,completed
655585,A Level or Equivalent,N,completed
655600,Lower Than A Level,N,completed
655761,Lower Than A Level,N,not completed
655806,HE Qualification,N,not completed
655816,A Level or Equivalent,N,completed
655834,A Level or Equivalent,N,not completed
655910,A Level or Equivalent,N,not completed
655930,A Level or Equivalent,Y,not completed
655972,A Level or Equivalent,N,not completed
656009,Lower Than A Level,N,not completed
656073,A Level or Equivalent,N,not completed
656079,Lower Than A Level,N,not completed
656115,Lower Than A Level,N,not completed
656164,Lower Than A Level,Y,not completed
656175,A Level or Equivalent,N,not completed
656183,Lower Than A Level,N,completed
656193,A Level or Equivalent,N,not completed
656280,A Level or Equivalent,N,not completed
656393,A Level or Equivalent,N,not completed
656454,HE Qualification,N,completed
656459,Lower Than A Level,N,not completed
656496,A Level or Equivalent,N,completed
656526,HE Qualification,N,completed
656682,A Level or Equivalent,N,not completed
656766,HE Qualification,N,completed
656826,A Level or Equivalent,N,not completed
656934,Lower Than A Level,N,completed
656987,HE Qualification,N,completed
657071,A Level or Equivalent,Y,not completed
657077,A Level or Equivalent,N,completed
657161,HE Qualification,N,not completed
657245,A Level or Equivalent,N,completed
669530,HE Qualification,N,not completed
674193,A Level or Equivalent,N,not completed
674206,HE Qualification,N,not completed
674219,Lower Than A Level,N,not completed
674277,A Level or Equivalent,N,not completed
674278,HE Qualification,N,not completed
674361,A Level or Equivalent,N,not completed
674388,Lower Than A Level,N,not completed
674393,A Level or Equivalent,N,not completed
674419,Lower Than A Level,Y,not completed
674437,A Level or Equivalent,Y,completed
674440,Lower Than A Level,N,not completed
674469,A Level or Equivalent,N,not completed
674651,Lower Than A Level,N,not completed
674879,Lower Than A Level,Y,completed
674989,A Level or Equivalent,N,completed
674997,A Level or Equivalent,N,not completed
675050,Lower Than A Level,N,not completed
675052,A Level or Equivalent,Y,not completed
675062,Lower Than A Level,N,completed
675144,Lower Than A Level,N,not completed
675253,Lower Than A Level,N,not completed
675256,Lower Than A Level,Y,completed
675471,HE Qualification,N,not completed
675493,A Level or Equivalent,N,completed
675516,HE Qualification,N,not completed
675539,Lower Than A Level,N,completed
675638,HE Qualification,N,not completed
675656,HE Qualification,N,not completed
675699,A Level or Equivalent,N,not completed
675919,HE Qualification,N,completed
675945,Lower Than A Level,Y,not completed
675993,Lower Than A Level,N,completed
676010,A Level or Equivalent,Y,not completed
676087,Post Graduate Qualification,N,completed
676138,A Level or Equivalent,N,not completed
676155,A Level or Equivalent,N,not completed
676204,Lower Than A Level,N,not completed
676368,HE Qualification,N,not completed
676373,Lower Than A Level,N,not completed
676498,HE Qualification,N,not completed
676516,A Level or Equivalent,N,completed
676538,Lower Than A Level,N,completed
676553,Lower Than A Level,N,not completed
676589,HE Qualification,N,completed
676596,Lower Than A Level,N,completed
676642,Lower Than A Level,N,not completed
676766,Lower Than A Level,N,not completed
676787,A Level or Equivalent,N,completed
676807,HE Qualification,N,completed
676809,A Level or Equivalent,N,not completed
676852,A Level or Equivalent,N,completed
676865,A Level or Equivalent,N,completed
676903,A Level or Equivalent,N,completed
676963,A Level or Equivalent,N,completed
676964,Lower Than A Level,N,completed
677012,A Level or Equivalent,N,not completed
677270,Lower Than A Level,N,not completed
677316,HE Qualification,N,not completed
677374,Lower Than A Level,N,not completed
677444,A Level or Equivalent,N,not completed
677449,A Level or Equivalent,Y,not completed
677579,A Level or Equivalent,N,not completed
677601,Lower Than A Level,N,not completed
677606,A Level or Equivalent,N,not completed
677629,A Level or Equivalent,N,not completed
677632,A Level or Equivalent,N,not completed
677832,A Level or Equivalent,N,completed
677988,Lower Than A Level,N,not completed
678041,Post Graduate Qualification,N,completed
678058,Lower Than A Level,N,not completed
678065,A Level or Equivalent,N,not completed
678102,A Level or Equivalent,N,completed
678219,A Level or Equivalent,N,not completed
678231,A Level or Equivalent,N,not completed
678233,A Level or Equivalent,N,completed
678240,HE Qualification,N,completed
678246,HE Qualification,N,not completed
678262,A Level or Equivalent,N,not completed
678382,Lower Than A Level,N,not completed
678490,HE Qualification,N,completed
678605,Lower Than A Level,N,not completed
678737,Lower Than A Level,N,not completed
678790,A Level or Equivalent,N,completed
678844,HE Qualification,N,completed
678941,HE Qualification,N,completed
679000,Lower Than A Level,Y,not completed
679179,HE Qualification,N,not completed
679234,A Level or Equivalent,N,not completed
679255,Lower Than A Level,N,not completed
679388,A Level or Equivalent,N,not completed
679395,Lower Than A Level,Y,not completed
679427,Lower Than A Level,N,not completed
679454,A Level or Equivalent,N,completed
679525,A Level or Equivalent,N,completed
679558,Lower Than A Level,N,not completed
679582,A Level or Equivalent,N,not completed
679760,Lower Than A Level,N,not completed
679777,A Level or Equivalent,N,completed
679854,HE Qualification,N,completed
679897,Lower Than A Level,N,completed
680017,A Level or Equivalent,N,completed
680025,Lower Than A Level,N,completed
680087,A Level or Equivalent,N,completed
680293,A Level or Equivalent,N,not completed
680314,A Level or Equivalent,N,not completed
680331,A Level or Equivalent,Y,not completed
680373,HE Qualification,N,not completed
680414,A Level or Equivalent,N,not completed
680431,Lower Than A Level,N,not completed
680492,HE Qualification,N,completed
680612,A Level or Equivalent,N,not completed
680626,Lower Than A Level,N,not completed
680698,A Level or Equivalent,N,not completed
680728,Lower Than A Level,N,not completed
680733,A Level or Equivalent,Y,not completed
680764,HE Qualification,N,not completed
680807,HE Qualification,N,not completed
680812,A Level or Equivalent,N,not completed
680817,A Level or Equivalent,N,completed
680846,Lower Than A Level,N,not completed
680973,A Level or Equivalent,N,not completed
680981,Lower Than A Level,N,not completed
680996,A Level or Equivalent,Y,completed
681059,A Level or Equivalent,N,completed
681125,Lower Than A Level,N,not completed
681182,HE Qualification,N,not completed
681210,Lower Than A Level,N,not completed
681211,A Level or Equivalent,N,completed
681241,A Level or Equivalent,Y,completed
681356,HE Qualification,N,completed
681425,A Level or Equivalent,N,completed
681440,HE Qualification,N,completed
681495,A Level or Equivalent,N,not completed
681528,A Level or Equivalent,N,not completed
681638,A Level or Equivalent,N,not completed
681695,Lower Than A Level,N,not completed
681705,Lower Than A Level,N,not completed
681729,A Level or Equivalent,N,completed
681746,A Level or Equivalent,N,completed
681799,A Level or Equivalent,N,completed
681854,A Level or Equivalent,N,not completed
681872,A Level or Equivalent,N,not completed
681923,Lower Than A Level,N,not completed
681960,Lower Than A Level,N,not completed
682018,Lower Than A Level,N,not completed
682022,Lower Than A Level,N,completed
682031,A Level or Equivalent,N,not completed
682117,A Level or Equivalent,N,completed
682242,A Level or Equivalent,N,not completed
682294,A Level or Equivalent,N,completed
682299,Lower Than A Level,N,completed
682306,HE Qualification,N,completed
682385,Lower Than A Level,Y,not completed
682541,A Level or Equivalent,N,completed
682660,Lower Than A Level,N,completed
682684,A Level or Equivalent,N,completed
682692,Lower Than A Level,N,completed
682740,Lower Than A Level,N,completed
682787,A Level or Equivalent,N,not completed
682813,A Level or Equivalent,N,not completed
682819,HE Qualification,N,not completed
682897,A Level or Equivalent,N,completed
682968,Lower Than A Level,N,completed
683091,HE Qualification,N,completed
683340,A Level or Equivalent,N,not completed
683396,HE Qualification,N,not completed
683486,Lower Than A Level,N,not completed
683487,Lower Than A Level,Y,not completed
683648,Lower Than A Level,N,completed
683653,A Level or Equivalent,N,completed
683713,A Level or Equivalent,N,completed
683718,A Level or Equivalent,N,completed
684095,A Level or Equivalent,Y,completed
684141,HE Qualification,N,completed
684215,Lower Than A Level,N,not completed
684217,Lower Than A Level,N,completed
684233,Lower Than A Level,N,completed
684241,HE Qualification,N,completed
684305,A Level or Equivalent,N,not completed
684407,A Level or Equivalent,N,completed
684441,A Level or Equivalent,N,completed
684480,HE Qualification,N,completed
684632,A Level or Equivalent,N,completed
684663,Lower Than A Level,Y,not completed
684712,HE Qualification,N,not completed
684744,A Level or Equivalent,N,not completed
684854,A Level or Equivalent,N,completed
684868,A Level or Equivalent,N,not completed
684886,Lower Than A Level,N,not completed
684887,Lower Than A Level,N,not completed
684936,A Level or Equivalent,N,not completed
685015,A Level or Equivalent,N,completed
685033,A Level or Equivalent,N,not completed
685069,A Level or Equivalent,Y,not completed
685085,Post Graduate Qualification,N,completed
685123,A Level or Equivalent,N,not completed
685191,HE Qualification,N,completed
685224,A Level or Equivalent,N,completed
685294,HE Qualification,N,completed
685403,A Level or Equivalent,N,not completed
685412,A Level or Equivalent,N,completed
685458,Lower Than A Level,N,completed
685474,HE Qualification,N,not completed
685546,A Level or Equivalent,N,not completed
685611,A Level or Equivalent,N,completed
685615,A Level or Equivalent,N,completed
685623,A Level or Equivalent,N,completed
685639,HE Qualification,N,not completed
685661,A Level or Equivalent,N,not completed
685697,A Level or Equivalent,N,completed
685843,A Level or Equivalent,N,completed
685910,Lower Than A Level,N,not completed
685964,Lower Than A Level,N,completed
686003,A Level or Equivalent,N,not completed
686018,HE Qualification,N,completed
686038,Lower Than A Level,N,completed
686078,A Level or Equivalent,N,not completed
686268,A Level or Equivalent,N,not completed
686312,Lower Than A Level,N,completed
686313,A Level or Equivalent,N,not completed
686370,A Level or Equivalent,N,completed
686384,A Level or Equivalent,N,not completed
686399,Lower Than A Level,N,completed
686549,Lower Than A Level,N,not completed
686584,A Level or Equivalent,Y,completed
686766,Lower Than A Level,Y,completed
686838,Lower Than A Level,N,not completed
686854,A Level or Equivalent,N,completed
686871,A Level or Equivalent,N,completed
687050,HE Qualification,N,not completed
687244,A Level or Equivalent,N,completed
687384,Lower Than A Level,N,not completed
687411,A Level or Equivalent,Y,completed
687446,Lower Than A Level,Y,not completed
687600,A Level or Equivalent,N,completed
687715,Lower Than A Level,N,not completed
687720,A Level or Equivalent,N,completed
687765,Lower Than A Level,N,not completed
687777,Lower Than A Level,N,not completed
687781,Lower Than A Level,N,completed
687792,HE Qualification,N,completed
687823,HE Qualification,N,completed
687835,A Level or Equivalent,N,completed
687861,A Level or Equivalent,N,completed
687975,A Level or Equivalent,N,completed
687981,Lower Than A Level,N,completed
688128,Lower Than A Level,N,not completed
688171,A Level or Equivalent,Y,not completed
688175,A Level or Equivalent,N,completed
688213,A Level or Equivalent,N,not completed
688284,Lower Than A Level,N,not completed
688285,Lower Than A Level,N,not completed
688437,A Level or Equivalent,N,completed
688525,A Level or Equivalent,N,not completed
688571,A Level or Equivalent,N,completed
688592,HE Qualification,N,completed
688608,Lower Than A Level,N,completed
688615,HE Qualification,N,not completed
688656,No Formal quals,N,not completed
688665,A Level or Equivalent,N,not completed
688672,Lower Than A Level,N,not completed
688722,A Level or Equivalent,N,completed
688805,HE Qualification,N,not completed
688843,A Level or Equivalent,N,not completed
688849,Lower Than A Level,N,not completed
688911,HE Qualification,N,completed
689017,A Level or Equivalent,N,completed
689038,A Level or Equivalent,N,not completed
689050,HE Qualification,N,completed
689135,A Level or Equivalent,N,completed
689143,A Level or Equivalent,N,not completed
689190,A Level or Equivalent,N,completed
689198,A Level or Equivalent,Y,not completed
689231,A Level or Equivalent,N,completed
689346,A Level or Equivalent,Y,not completed
689418,A Level or Equivalent,N,completed
689527,HE Qualification,N,not completed
689574,A Level or Equivalent,N,completed
689650,A Level or Equivalent,N,completed
689759,Lower Than A Level,N,completed
689816,Lower Than A Level,N,not completed
689900,A Level or Equivalent,N,not completed
689921,Lower Than A Level,N,completed
689956,HE Qualification,N,completed
689990,A Level or Equivalent,Y,completed
689999,A Level or Equivalent,N,not completed
690118,Lower Than A Level,N,not completed
690133,A Level or Equivalent,N,completed
690168,HE Qualification,N,completed
690181,A Level or Equivalent,N,not completed
690192,HE Qualification,N,completed
690225,HE Qualification,N,not completed
690240,A Level or Equivalent,N,not completed
690298,A Level or Equivalent,N,not completed
690365,Lower Than A Level,N,completed
690600,Lower Than A Level,N,not completed
690669,HE Qualification,N,not completed
690711,HE Qualification,N,completed
690733,HE Qualification,N,completed
690780,A Level or Equivalent,N,not completed
690783,Lower Than A Level,N,not completed
690843,HE Qualification,N,not completed
690867,Lower Than A Level,Y,not completed
690882,HE Qualification,N,completed
690884,A Level or Equivalent,N,not completed
690932,A Level or Equivalent,N,not completed
691008,A Level or Equivalent,N,not completed
691040,Lower Than A Level,N,not completed
691069,Post Graduate Qualification,N,completed
691088,HE Qualification,N,not completed
691202,Lower Than A Level,N,completed
691207,Lower Than A Level,N,completed
691212,Lower Than A Level,N,not completed
691257,A Level or Equivalent,N,not completed
691428,A Level or Equivalent,N,not completed
691444,Lower Than A Level,N,not completed
691640,Lower Than A Level,N,not completed
691748,Lower Than A Level,N,not completed
691761,Lower Than A Level,N,completed
691782,Lower Than A Level,N,completed
691834,A Level or Equivalent,N,completed
692426,A Level or Equivalent,N,not completed
692477,HE Qualification,N,completed
692603,A Level or Equivalent,Y,completed
692652,HE Qualification,N,completed
692664,A Level or Equivalent,N,not completed
692753,Lower Than A Level,Y,not completed
692850,HE Qualification,N,not completed
693047,Lower Than A Level,Y,not completed
693058,A Level or Equivalent,N,completed
693061,Lower Than A Level,N,not completed
693082,HE Qualification,N,not completed
693085,A Level or Equivalent,N,completed
693145,A Level or Equivalent,N,completed
693161,Lower Than A Level,N,not completed
693294,A Level or Equivalent,N,not completed
693310,Lower Than A Level,N,not completed
693441,Lower Than A Level,Y,completed
693452,A Level or Equivalent,N,completed
693468,A Level or Equivalent,Y,not completed
693488,Lower Than A Level,N,completed
693501,HE Qualification,N,completed
693565,Lower Than A Level,N,not completed
693569,HE Qualification,N,completed
693606,Lower Than A Level,N,completed
693863,HE Qualification,N,not completed
693902,HE Qualification,N,completed
693926,Lower Than A Level,N,not completed
694006,A Level or Equivalent,N,completed
694010,HE Qualification,N,completed
694019,A Level or Equivalent,N,not completed
694147,A Level or Equivalent,N,not completed
694225,A Level or Equivalent,N,not completed
694384,A Level or Equivalent,N,completed
694634,A Level or Equivalent,Y,completed
694673,A Level or Equivalent,N,not completed
694677,A Level or Equivalent,N,completed
694698,HE Qualification,N,completed
694705,Lower Than A Level,Y,not completed
694753,A Level or Equivalent,N,not completed
694802,Lower Than A Level,N,not completed
694871,Lower Than A Level,N,completed
694872,A Level or Equivalent,N,completed
694976,A Level or Equivalent,N,completed
695183,HE Qualification,N,completed
695201,A Level or Equivalent,N,completed
695270,A Level or Equivalent,N,completed
695432,A Level or Equivalent,N,completed
695473,Lower Than A Level,N,not completed
695503,A Level or Equivalent,N,completed
695584,Lower Than A Level,N,not completed
695611,A Level or Equivalent,N,not completed
695643,A Level or Equivalent,Y,not completed
695651,Lower Than A Level,N,completed
695735,HE Qualification,N,not completed
695739,Lower Than A Level,N,completed
695759,A Level or Equivalent,N,completed
695794,Lower Than A Level,N,not completed
695799,HE Qualification,N,not completed
695916,A Level or Equivalent,N,completed
695956,HE Qualification,N,not completed
696072,A Level or Equivalent,N,completed
696132,Lower Than A Level,N,not completed
696234,HE Qualification,N,not completed
696265,A Level or Equivalent,N,not completed
696324,HE Qualification,N,not completed
696415,Lower Than A Level,N,completed
696430,A Level or Equivalent,N,not completed
696501,A Level or Equivalent,Y,not completed
696546,Lower Than A Level,N,not completed
696789,HE Qualification,N,completed
696807,A Level or Equivalent,N,not completed
696826,Lower Than A Level,Y,not completed
696937,Lower Than A Level,N,not completed
697045,A Level or Equivalent,N,completed
697101,A Level or Equivalent,N,completed
697283,A Level or Equivalent,N,not completed
697352,A Level or Equivalent,N,not completed
697390,Lower Than A Level,N,not completed
697433,Lower Than A Level,N,not completed
697474,A Level or Equivalent,N,completed
697674,A Level or Equivalent,N,completed
697705,A Level or Equivalent,N,not completed
697730,HE Qualification,N,not completed
697841,Lower Than A Level,N,not completed
697948,A Level or Equivalent,Y,not completed
698007,A Level or Equivalent,N,not completed
698016,A Level or Equivalent,N,not completed
698252,HE Qualification,N,not completed
698347,A Level or Equivalent,N,not completed
698351,HE Qualification,N,not completed
698399,A Level or Equivalent,N,not completed
699417,Lower Than A Level,N,completed
1033968,No Formal quals,N,not completed
1078701,HE Qualification,N,completed
1082062,Lower Than A Level,Y,completed
1173473,Lower Than A Level,N,completed
1197062,Lower Than A Level,N,not completed
1209065,HE Qualification,N,not completed
1360878,HE Qualification,N,completed
1373661,A Level or Equivalent,N,not completed
1380308,HE Qualification,N,completed
1382719,Lower Than A Level,N,not completed
1438584,Lower Than A Level,Y,not completed
1442215,A Level or Equivalent,Y,not completed
1459010,Lower Than A Level,N,not completed
1482413,A Level or Equivalent,N,not completed
1484626,HE Qualification,N,not completed
1492408,Post Graduate Qualification,N,not completed
1526210,A Level or Equivalent,Y,not completed
1589066,A Level or Equivalent,N,completed
1591864,HE Qualification,N,completed
1593730,Post Graduate Qualification,N,completed
1601739,HE Qualification,N,not completed
1624025,A Level or Equivalent,N,completed
1661490,A Level or Equivalent,N,not completed
1667087,A Level or Equivalent,N,completed
1684787,HE Qualification,N,completed
1687996,Lower Than A Level,N,not completed
1723564,Lower Than A Level,N,completed
1733160,HE Qualification,Y,not completed
1747824,HE Qualification,N,completed
1757548,A Level or Equivalent,N,completed
1774297,HE Qualification,N,completed
1777223,Lower Than A Level,N,not completed
1782581,Lower Than A Level,N,not completed
1794309,Lower Than A Level,N,not completed
1804143,A Level or Equivalent,Y,completed
1808407,A Level or Equivalent,N,not completed
1811098,A Level or Equivalent,N,not completed
1812797,HE Qualification,N,not completed
1822731,Lower Than A Level,N,not completed
1832492,No Formal quals,N,completed
1855583,HE Qualification,N,completed
1871306,A Level or Equivalent,Y,not completed
1876461,HE Qualification,N,not completed
1879751,A Level or Equivalent,N,completed
1881062,Lower Than A Level,N,completed
1901764,HE Qualification,N,completed
1917311,HE Qualification,N,completed
1925789,HE Qualification,N,completed
1935155,A Level or Equivalent,N,completed
1935774,A Level or Equivalent,N,not completed
1986180,Post Graduate Qualification,N,completed
1991049,A Level or Equivalent,N,not completed
1991399,Lower Than A Level,N,completed
2001461,Lower Than A Level,N,completed
2008795,HE Qualification,N,not completed
2009279,HE Qualification,N,not completed
2014252,HE Qualification,N,not completed
2024838,HE Qualification,N,not completed
2025354,HE Qualification,N,completed
2025589,HE Qualification,N,completed
2030241,Lower Than A Level,N,not completed
2031234,HE Qualification,N,not completed
2032882,A Level or Equivalent,Y,completed
2038885,Lower Than A Level,N,not completed
2039810,HE Qualification,N,completed
2043939,HE Qualification,N,completed
2046628,HE Qualification,Y,not completed
2055671,A Level or Equivalent,N,not completed
2057959,HE Qualification,N,completed
2075945,A Level or Equivalent,N,completed
2082180,A Level or Equivalent,N,not completed
2098108,Lower Than A Level,Y,not completed
2106468,A Level or Equivalent,N,not completed
2111313,HE Qualification,N,completed
2134578,A Level or Equivalent,N,completed
2142243,Lower Than A Level,N,completed
2143922,A Level or Equivalent,N,completed
2150849,Lower Than A Level,N,not completed
2172709,A Level or Equivalent,N,completed
2189620,A Level or Equivalent,N,completed
2196923,A Level or Equivalent,N,completed
2201235,A Level or Equivalent,N,completed
2204941,Lower Than A Level,N,not completed
2205559,A Level or Equivalent,N,not completed
2216442,No Formal quals,N,not completed
2224174,A Level or Equivalent,N,completed
2226202,Lower Than A Level,Y,completed
2231512,HE Qualification,N,completed
2232340,A Level or Equivalent,N,not completed
2235019,Lower Than A Level,N,not completed
2257853,A Level or Equivalent,N,completed
2260861,A Level or Equivalent,N,completed
2269148,A Level or Equivalent,N,not completed
2278095,A Level or Equivalent,N,completed
2279403,Lower Than A Level,N,completed
2285405,HE Qualification,N,completed
2285527,A Level or Equivalent,N,completed
2288599,Lower Than A Level,N,not completed
2290604,A Level or Equivalent,N,completed
2305237,HE Qualification,N,not completed
2307237,A Level or Equivalent,N,not completed
2310615,A Level or Equivalent,N,completed
2314761,A Level or Equivalent,N,completed
2317337,Lower Than A Level,N,not completed
2328759,Lower Than A Level,N,not completed
2333244,HE Qualification,N,completed
2337919,A Level or Equivalent,Y,not completed
2338290,A Level or Equivalent,N,completed
2339789,HE Qualification,N,completed
2341830,HE Qualification,N,completed
2345307,A Level or Equivalent,Y,not completed
2348143,Lower Than A Level,N,not completed
2355701,HE Qualification,N,not completed
2357019,A Level or Equivalent,N,completed
2369962,Lower Than A Level,Y,not completed
2391689,Lower Than A Level,N,completed
2396471,A Level or Equivalent,N,completed
2396643,A Level or Equivalent,N,not completed
2398169,A Level or Equivalent,N,not completed
2400764,HE Qualification,N,not completed
2418277,HE Qualification,N,completed
2423655,A Level or Equivalent,Y,not completed
2432655,A Level or Equivalent,N,completed
2433216,HE Qualification,N,not completed
2452111,Lower Than A Level,N,not completed
2459418,Lower Than A Level,N,not completed
2464683,A Level or Equivalent,Y,not completed
2471673,HE Qualification,N,completed
2471812,A Level or Equivalent,N,not completed
2476409,HE Qualification,N,completed
2481629,Lower Than A Level,N,completed
2482085,A Level or Equivalent,N,not completed
2484726,HE Qualification,N,completed
2488965,HE Qualification,N,not completed
2494306,A Level or Equivalent,N,completed
2499525,A Level or Equivalent,N,completed
2507993,HE Qualification,N,completed
2509321,Lower Than A Level,N,completed
2516939,Post Graduate Qualification,N,completed
2517387,Lower Than A Level,N,not completed
2524969,A Level or Equivalent,N,not completed
2525964,A Level or Equivalent,N,completed
2527066,HE Qualification,N,completed
2533609,HE Qualification,N,not completed
2542116,HE Qualification,N,completed
2542803,A Level or Equivalent,N,not completed
2544678,Lower Than A Level,Y,not completed
2546595,Lower Than A Level,N,not completed
2556345,Lower Than A Level,N,not completed
2558893,Lower Than A Level,N,not completed
2560520,HE Qualification,N,completed
2561811,Lower Than A Level,N,not completed
2570274,A Level or Equivalent,N,completed
2572145,Lower Than A Level,Y,not completed
2574453,A Level or Equivalent,N,not completed
2588215,Lower Than A Level,Y,not completed
2588655,Lower Than A Level,N,not completed
2590864,Lower Than A Level,N,completed
2595457,HE Qualification,N,not completed
2595526,A Level or Equivalent,N,not completed
2595730,Lower Than A Level,N,completed
2599883,A Level or Equivalent,N,not completed
2600000,Lower Than A Level,N,not completed
2605337,Lower Than A Level,N,completed
2612069,A Level or Equivalent,Y,not completed
2612342,Lower Than A Level,N,not completed
2615169,A Level or Equivalent,N,completed
2615956,A Level or Equivalent,N,not completed
2622441,Lower Than A Level,N,completed
2635658,Lower Than A Level,N,not completed
2636552,Lower Than A Level,Y,not completed
2639205,A Level or Equivalent,N,not completed
2639339,A Level or Equivalent,N,not completed
2641935,HE Qualification,N,completed
2643240,Lower Than A Level,N,not completed
2646737,Lower Than A Level,Y,not completed
2648271,A Level or Equivalent,N,not completed
2650337,A Level or Equivalent,Y,completed
2653689,A Level or Equivalent,N,not completed
2654602,HE Qualification,N,not completed
2662152,HE Qualification,N,completed
2668945,A Level or Equivalent,N,not completed
2672908,A Level or Equivalent,N,not completed
2675393,No Formal quals,N,not completed
2677210,Lower Than A Level,N,completed
2678380,HE Qualification,N,completed
2680988,Post Graduate Qualification,N,not completed
2681782,A Level or Equivalent,Y,not completed
2684043,Lower Than A Level,N,completed
2685863,Lower Than A Level,N,completed
2689863,A Level or Equivalent,N,completed
2698109,Lower Than A Level,Y,not completed
2716795,A Level or Equivalent,N,not completed
26915,Lower Than A Level,N,not completed
32553,A Level or Equivalent,N,not completed
35355,Lower Than A Level,N,completed
40508,A Level or Equivalent,N,not completed
42638,HE Qualification,N,completed
43564,HE Qualification,N,completed
54062,A Level or Equivalent,N,completed
63112,Lower Than A Level,N,completed
66713,A Level or Equivalent,N,completed
70214,Lower Than A Level,N,completed
76579,HE Qualification,N,not completed
88568,HE Qualification,N,completed
96873,A Level or Equivalent,N,not completed
100758,A Level or Equivalent,N,not completed
101414,Lower Than A Level,N,not completed
105168,HE Qualification,N,not completed
107339,HE Qualification,N,completed
110461,HE Qualification,N,not completed
